id,OpenStatus
10651959,0.502775302107
2982134,0.546555464189
980881,0.608286684786
1075189,0.489385250418
10985086,0.44638498092
7470981,0.501086866627
9840723,0.536973636425
9666979,0.446782402988
4017565,0.565582996936
2957627,0.475661598915
5847627,0.634355653659
3713311,0.48044875483
2117541,0.520180822976
9224444,0.470425203128
10568081,0.490624739062
8110613,0.485444929641
246912,0.470697141018
10560949,0.563378166087
3341436,0.473389197666
6580530,0.389231103882
627649,0.531627354087
7745139,0.44645042152
8311330,0.466591559927
2013358,0.47406934273
5766839,0.478673883364
6427631,0.490669147729
10436766,0.600670206978
9513442,0.504923661687
9413207,0.525863475006
8665454,0.509253912436
7349397,0.42400998436
9740746,0.576189763761
3379150,0.543028734257
4038601,0.522748991635
4956505,0.436468001934
7973419,0.558214106962
8717841,0.455600319176
5008773,0.79624721274
11277029,0.410881328184
11476165,0.552422212617
8621839,0.511153399088
3949264,0.428875598558
9642922,0.573124987657
11521501,0.451007532832
2834944,0.529533099594
8752820,0.45163960541
1126006,0.52989074969
11610535,0.526125195321
8543938,0.440716741725
1195241,0.458675352727
6924519,0.456692137844
10139354,0.518856535374
5825434,0.430575939871
2041232,0.483305697005
1723327,0.460787312664
10650667,0.558943918903
8801131,0.570164562627
4702252,0.465728934078
9798513,0.495728647232
7525082,0.556686128222
7823845,0.48663835558
8598230,0.472732537097
10051678,0.458128231991
11731493,0.502778883629
8355662,0.513695115887
1786190,0.448703600468
7474328,0.567638699655
7295104,0.629627639064
747625,0.504654872764
4657505,0.503389854365
6901554,0.425309554932
3609442,0.447769945827
10430215,0.401953333569
1480104,0.499275027098
7388739,0.473341769093
5794588,0.482982067663
11301818,0.466359970697
10447656,0.394538672208
9592926,0.439467969018
2009454,0.735028169302
3243400,0.586236493125
6275552,0.406291495614
4107558,0.601099652981
3196199,0.51060785959
9384293,0.617686850447
291513,0.42910001733
10307266,0.479874907062
5766717,0.47912624848
523050,0.42520080571
3059913,0.580100466337
4007690,0.453420058782
2296364,0.575766977601
9004325,0.499844703152
7250070,0.502039468665
5502650,0.395110163101
1295000,0.779923599953
6802233,0.688207452248
7575818,0.515766716367
10032891,0.60335245785
5470956,0.779170040261
3615509,0.481237245896
9573818,0.553843353047
3398172,0.519453366595
7829038,0.475048699421
7030605,0.454088665169
1541157,0.473159171224
11126377,0.411506388536
5313198,0.529050796413
11281769,0.561429237444
9633135,0.466549049536
11503951,0.484064727841
5858701,0.443428445373
9338761,0.472745330929
2435036,0.421566962112
4303163,0.448245683205
265417,0.563243614098
9842325,0.476676785788
3946851,0.423294473466
11246421,0.482311851718
9117745,0.479429304066
1483531,0.504361207086
6984619,0.540693069627
4925359,0.525996677042
10423378,0.464011124528
5766453,0.414282823022
8364115,0.466592545768
10945080,0.471230375084
7380333,0.469555079487
10971957,0.510537621856
8453483,0.522815708743
7804067,0.476381800301
3365165,0.462074306233
6188821,0.420465352467
5533560,0.436797906926
5011766,0.509409959175
6411182,0.465915188511
10098356,0.450597461521
2549035,0.473392571193
4534246,0.534595736715
1032824,0.437307622577
2349270,0.557748283168
6350764,0.519123078679
5415115,0.418099652168
7342319,0.521041059295
6907874,0.490693507462
8271194,0.443076984112
7709790,0.544793934241
6063473,0.563391393389
8557509,0.485878998479
4003283,0.519100814654
9896320,0.528409373316
5579752,0.596131700821
7045246,0.461490108186
3618447,0.429184468269
7715740,0.456428875539
8148826,0.457965360557
3580681,0.452022892021
9270808,0.479491134285
6118617,0.807860205572
11088945,0.537817715203
7795399,0.450281747496
6992923,0.601594500843
11340335,0.443219574289
1523143,0.695117869851
10535962,0.42055668018
7112434,0.434624118912
7630596,0.400924544197
2218322,0.543328140572
8317340,0.572097961659
7949013,0.445773019497
983195,0.775936963435
4139845,0.479332923997
9197312,0.51436972124
37640,0.456411936469
6113516,0.446399940076
3308228,0.416778691764
10660101,0.749910604979
7479889,0.451424781503
7885214,0.443026261898
7650001,0.492191687462
8076138,0.422253345358
9332196,0.464557472403
1143783,0.489885357161
4335849,0.552180246009
5830649,0.541686092744
11068561,0.494856688634
10586516,0.470347937428
10299468,0.397105375586
371248,0.554906059855
6914753,0.539741871407
1840620,0.54757164966
5911445,0.472476152808
8460845,0.516353482624
3165483,0.430127602798
6262287,0.419787618431
1042114,0.56599269687
5815694,0.404794822072
7544648,0.468386454084
5382057,0.543195775995
5250751,0.471158971249
9170207,0.600719175427
8882691,0.463500546284
8522527,0.477291379716
4836391,0.577350819379
9324298,0.417369514353
5934947,0.390788128955
7723642,0.44535298945
6159506,0.540869448014
8520424,0.51611989034
6556738,0.475437896405
4874687,0.492084380652
7623884,0.576728677031
5314400,0.560696299014
448223,0.443842650238
11526960,0.462699842942
9992015,0.631055045785
11584670,0.403320351499
6861147,0.514783465088
10643712,0.611780044474
3296832,0.394105760049
8766730,0.558040514914
10723030,0.420884179663
1964807,0.441313867388
10397897,0.622123767963
6855000,0.461297109672
9526866,0.594925523948
5953041,0.702524235136
11185550,0.752309901208
9578619,0.492941319664
6417055,0.581124796717
10643992,0.432708839892
5559503,0.3923532086
5717519,0.430467898871
9105769,0.542694939673
2043532,0.450429519443
3011383,0.451735036253
7108850,0.479840125356
8830860,0.556410204419
4416412,0.486806485789
6834018,0.69418934019
6702086,0.467397599991
5566088,0.523565961743
2423335,0.509320807655
4569987,0.436340767372
2214431,0.561144480106
7729388,0.459033983141
3394805,0.420237669589
4137493,0.436154657962
10309214,0.422093576885
3966918,0.586240709822
10249245,0.541975179627
6691185,0.4258552903
10455928,0.534417583968
1537850,0.429025770377
623543,0.532010630378
6088339,0.477529836686
9884042,0.484644887093
2413471,0.49454528095
11066408,0.447115064783
11424827,0.393878909763
9086240,0.478174631247
7091125,0.594665258033
11742192,0.489518538882
9689373,0.398679710443
899725,0.499558180451
5615239,0.443979580759
3313294,0.544680373216
3918750,0.520194194408
3942397,0.464598110796
10201860,0.418113311701
10134292,0.521625249418
10329086,0.536460961911
5440293,0.496302388452
7376488,0.603532832135
4094725,0.430974610928
5545159,0.45332509463
11256464,0.493374872375
257416,0.499089573559
9830727,0.632734133176
3752900,0.545310800441
6203589,0.445468486297
3458577,0.464682693399
11676716,0.428047642202
3831370,0.580002002441
6638052,0.580869117204
11244045,0.509576318127
1775238,0.430882149727
10121223,0.553712937642
5801731,0.469171066772
8665500,0.489885357161
8344859,0.484095922317
7039542,0.453080931301
6419887,0.445969780139
10615998,0.423772006051
10439957,0.428152741928
9063829,0.456288543107
5026359,0.443511102299
7185980,0.451323655324
8828512,0.446130192871
7923565,0.467880393224
9710666,0.408404147498
10704833,0.451400431072
4683778,0.483746759931
8009357,0.561609977122
11489562,0.564029108097
8025232,0.424325740633
5398972,0.507366317822
7143526,0.594692675925
6146059,0.493275342697
7134750,0.552330029492
11580644,0.510303365932
11465588,0.533897782785
8828931,0.525968695878
3830747,0.442674942394
1997795,0.425824867358
10025657,0.48951485197
7387204,0.60010534267
1009110,0.412790564702
9976931,0.446633046659
2638410,0.619716532255
8768895,0.56521289431
8609521,0.471342216072
9043108,0.546770692347
1420432,0.45705736436
6922899,0.417781563462
147864,0.435560884627
7174555,0.851094554198
5768699,0.490392037068
8613288,0.456768990372
6622721,0.518022291731
3939217,0.458970526996
6702626,0.459364543176
2766387,0.60432691725
5321003,0.534690560209
8105033,0.513572861595
2540900,0.460001407
8675396,0.498226260563
